phrase,model,temperature,repetition_penalty,top_p,avg_bleu,avg_rougel,avg_semantic_similarity,diversity_between_paraphrases,success,error
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,1.0,0.75,0.48592889273790474,0.5990786352855318,0.8363297820091248,0.7865424313810386,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,1.0,0.85,0.4377723372883861,0.5974941451990632,0.8494348287582397,0.727650770943159,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,1.0,0.95,0.5218731445782612,0.6586122448979591,0.7723838448524475,0.8159001060077445,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,2.0,0.75,0.5322603886750076,0.6335410971386914,0.8854507446289063,0.8639295347989192,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,2.0,0.85,0.5713322047040665,0.643053776702822,0.8746228098869324,0.851439752206043,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,2.0,0.95,0.690632531451257,0.785094017094017,0.9007375597953796,0.7444229366629391,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,3.0,0.75,0.5656528369110398,0.6491422701592193,0.8925592064857483,0.8311342430497646,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,3.0,0.85,0.5786492866568786,0.6513631935958062,0.8782899379730225,0.8079119990390311,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,3.0,0.95,0.5786492866568786,0.6513631935958062,0.8782899379730225,0.8079119990390311,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,4.0,0.75,0.589084558524741,0.6915808549195182,0.8951592683792114,0.639852212625626,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,4.0,0.85,0.5653581117127298,0.6389677551974458,0.8747253179550171,0.8432377751060491,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.5,4.0,0.95,0.5678136475617915,0.6409772739705817,0.8758384823799134,0.8450814540996298,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,1.0,0.75,0.5188586185081062,0.6559999999999999,0.7704561233520508,0.8058446761480322,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,1.0,0.85,0.5169959721711013,0.6427146858743497,0.7513145208358765,0.8394470961205031,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,1.0,0.95,0.6823335003509884,0.7169811320754716,0.9258110761642456,0.9436474950845317,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,2.0,0.75,0.5887540444958304,0.6558829676071055,0.8789355754852295,0.8678266092296265,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,2.0,0.85,0.6002484462912958,0.6582639199880579,0.8853846549987793,0.8217077131389388,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,2.0,0.95,0.5315522561742818,0.5865556665556666,0.8631300449371337,0.8905763210977128,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,3.0,0.75,0.549468480825457,0.6380608711499909,0.8932373881340027,0.8526004328622709,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,3.0,0.85,0.5780516651355587,0.6477335796584872,0.8766912460327149,0.8161641956154115,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,3.0,0.95,0.6864624534520549,0.736265712077452,0.9116789102554321,0.7435579522234159,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,4.0,0.75,0.3843707560941932,0.4166393830259376,0.844065809249878,0.7944309657129788,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,4.0,0.85,0.30802715422937643,0.3738821707266553,0.8940226197242737,0.7081634247296268,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,0.75,4.0,0.95,0.400882808936888,0.4287784679089027,0.8137876391410828,0.8010457910017005,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,1.0,0.75,0.5211142990754722,0.6533813525410164,0.7510262608528138,0.8501026692165556,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,1.0,0.85,0.6396368413616096,0.7549064002959675,0.9167972207069397,0.8360054803717984,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,1.0,0.95,0.6810128411796643,0.6953294154036499,0.9210704445838929,0.8268003216289369,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,2.0,0.75,0.5165839700632494,0.5814021074282268,0.8515359997749329,0.8396074415530592,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,2.0,0.85,0.7299689279917192,0.783732731279901,0.9162251234054566,0.8016465499811611,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,2.0,0.95,0.47334359731479736,0.5788018433179724,0.8844402432441711,0.9353819767621072,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,3.0,0.75,0.7906052147314235,0.7865021770682148,0.9498940587043763,0.8930930503398035,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,3.0,0.85,0.7571252833774291,0.7773426573426574,0.9430071949958801,0.8037011587645202,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,3.0,0.95,0.6068028267175862,0.6760807677079994,0.8933131337165833,0.8449893845256463,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,4.0,0.75,0.5724974091622912,0.6465147087473213,0.9009914040565491,0.8471486146277618,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,4.0,0.85,0.6126549556170261,0.6532296650717703,0.8825847268104553,0.7691398074804772,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",t5-base,1.0,4.0,0.95,0.6998734709608597,0.7418087182823683,0.9199176073074341,0.7916278736389131,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,1.0,0.75,0.467373728003742,0.6458044585455457,0.7725382804870605,0.8954097819183586,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,1.0,0.85,0.467373728003742,0.6458044585455457,0.7725382804870605,0.8954097819183586,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,1.0,0.95,0.4766239321081193,0.628389154704944,0.8578438997268677,0.8207859418252752,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,2.0,0.75,0.4944746707260729,0.6264644662503716,0.7897723197937012,0.6651341688516703,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,2.0,0.85,0.4944746707260729,0.6264644662503716,0.7897723197937012,0.6651341688516703,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,2.0,0.95,0.4944746707260729,0.6264644662503716,0.7897723197937012,0.6651341688516703,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,3.0,0.75,0.43305387880878926,0.5773242886753345,0.6760247588157654,0.8681531667309361,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,3.0,0.85,0.43305387880878926,0.5773242886753345,0.6760247588157654,0.8681531667309361,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,3.0,0.95,0.43715746009531625,0.5783245665302942,0.6815618395805358,0.8967647360430588,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,4.0,0.75,0.4642939952625745,0.6008253392100942,0.7564474940299988,0.8450967469545546,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,4.0,0.85,0.4642939952625745,0.6008253392100942,0.7564474940299988,0.8450967469545546,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.25,4.0,0.95,0.4642939952625745,0.6008253392100942,0.7564474940299988,0.8450967469545546,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,1.0,0.75,0.467373728003742,0.6458044585455457,0.7725382804870605,0.8954097819183586,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,1.0,0.85,0.4766239321081193,0.628389154704944,0.8578438997268677,0.8207859418252752,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,1.0,0.95,0.47770755550154387,0.6327272727272727,0.8533894181251526,0.918885726892557,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,2.0,0.75,0.4944746707260729,0.6264644662503716,0.7897723197937012,0.6651341688516703,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,2.0,0.85,0.43318938445684674,0.5802454704850963,0.733039665222168,0.8464843466192477,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,2.0,0.95,0.43318938445684674,0.5802454704850963,0.733039665222168,0.8464843466192477,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,3.0,0.75,0.43814919287369325,0.5822988505747126,0.7087998270988465,0.9123994980683857,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,3.0,0.85,0.43715746009531625,0.5783245665302942,0.6815618395805358,0.8967647360430588,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,3.0,0.95,0.43520392760522214,0.5850379894798363,0.7263425827026367,0.818810146879807,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,4.0,0.75,0.4642939952625745,0.6008253392100942,0.7564474940299988,0.8450967469545546,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,4.0,0.85,0.4642939952625745,0.6008253392100942,0.7564474940299988,0.8450967469545546,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.5,4.0,0.95,0.4642939952625745,0.6008253392100942,0.7564474940299988,0.8450967469545546,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,1.0,0.75,0.47770755550154387,0.6327272727272727,0.8533894181251526,0.918885726892557,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,1.0,0.85,0.47370320158162044,0.6254545454545454,0.8442894101142884,0.8727674832146943,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,1.0,0.95,0.4761860319220281,0.6406835269993165,0.8458263039588928,0.8798823500717521,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,2.0,0.75,0.43318938445684674,0.5802454704850963,0.733039665222168,0.8464843466192477,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,2.0,0.85,0.43218592098665887,0.5822326125073056,0.7336374998092652,0.8720568240968601,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,2.0,0.95,0.49321142845242905,0.6035822314406707,0.8544065713882446,0.7810342664715944,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,3.0,0.75,0.43520392760522214,0.5850379894798363,0.7263425827026367,0.818810146879807,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,3.0,0.85,0.4351421562672975,0.5890819978057358,0.726126515865326,0.819487217302212,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,3.0,0.95,0.4371566994156729,0.5803151947665774,0.7224942922592164,0.8925259603324932,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,4.0,0.75,0.4642939952625745,0.6008253392100942,0.7564474940299988,0.8450967469545546,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,4.0,0.85,0.4421065977008879,0.5883236382866209,0.6293756365776062,0.8871313218516264,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,0.75,4.0,0.95,,,,,False,index out of range in self
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,1.0,0.75,0.46936564404314113,0.6051674641148326,0.862049913406372,0.800766040929151,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,1.0,0.85,0.4762027557063003,0.6453588516746411,0.8512021541595459,0.8933705382184618,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,1.0,0.95,0.4540236110798942,0.6191729323308272,0.8145008087158203,0.9210415205714819,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,2.0,0.75,0.44035339422090497,0.5898305084745762,0.7262520670890809,0.8574065732170734,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,2.0,0.85,0.4933311108759069,0.6030331314178864,0.8272609829902648,0.8283727612759527,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,2.0,0.95,0.5053516991614461,0.7076923076923076,0.9231501817703247,0.924622051043416,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,3.0,0.75,0.4483029731199328,0.5842894788109959,0.6467521905899047,0.8686482785135248,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,3.0,0.85,0.4298286198357902,0.5592349726775956,0.640338933467865,0.8632738025623523,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,3.0,0.95,0.6302604501588334,0.7605224963715529,0.9260847926139831,0.9249058777126127,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,4.0,0.75,0.4590906475200461,0.579379901366319,0.7312374353408814,0.8338518672220495,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,4.0,0.85,0.4370331567398236,0.5884032114183764,0.7334042072296143,0.9055361460743345,True,
"Write a Calculator class. It shall contain common operations, such as addition or multiplication, but also more advanced operations, such as logarithm (of variable bases), factorial, trigonometry.",tuner007/pegasus_paraphrase,1.0,4.0,0.95,0.4492731805923573,0.6022374031100594,0.6670197129249573,0.8739154889302305,True,
